strains,gene_edit,spawn_type,spawn_weight,substrate_1,substrate_weight_1,substrate_2,substrate_weight_2,substrate_3,substrate_weight_3,substrate_4,substrate_weight_4,additive_1,additive_weight_1,additive_2,additive_weight_2,additive_3,additive_weight_3,water_absorption,bacteria,Temp_Growtent,Humidity_Growtent,Time_Growtent,CO2_conc,Press_type,Temp_Press,Force_Press,Time_Ovendrying,Temp_Ovendrying,Vacc_Overdrying
xxxxx,0,Buckwheat,92,Grass,262.0,Grass,282.0,Grass,50.0,Grass,306.0,CaCO,223.0,cellulose,245.0,CaCO,432.0,0.34,0,25,0.77,11,1500,Cold-Pressed,80,36,17,85,0.038
yyyyyyy,0,Buckwheat,75,Biertreber,80.0,Biertreber,460.0,Vegiplants,340.0,Vegiplants,20.0,CaSO4,329.0,CaCO,251.0,CaCO,320.0,0.51,0,26,0.67,6,1000,Non-Pressed,75,72,41,70,0.032
xxxxx,0,Buckwheat,73,Grass,288.0,Hemp,439.0,Sawdust,111.0,Straw,62.0,CaCO,316.0,cellulose,505.0,CaCO,79.0,0.41,1,27,0.84,20,500,Hot-Pressed,75,59,65,75,0.063
yyyyyyy,0,Buckwheat,84,Grass,173.0,Straw,100.0,Rapstraw,223.0,Sawdust,405.0,cellulose,107.0,cellulose,392.0,CaCO,400.0,0.31,1,20,0.68,18,3500,Hot-Pressed,70,63,29,70,0.067
xxxxx,0,Bulgur,69,Biertreber,133.0,Rapstraw,362.0,Biertreber,201.0,Straw,205.0,CaSO4,294.0,CaSO4,298.0,CaCO,308.0,0.54,0,18,0.69,19,2500,Cold-Pressed,70,54,17,70,0.003
zzzzzzzz,1,Bulgur,81,Straw,257.0,Rapstraw,114.0,Hemp,460.0,Sawdust,69.0,cellulose,423.0,cellulose,129.0,CaCO,348.0,0.39,0,24,0.66,7,3500,Cold-Pressed,85,50,29,85,0.079
xxxxx,1,Buckwheat,75,Rapstraw,65.0,Grass,396.0,Vegiplants,401.0,Straw,38.0,cellulose,191.0,CaSO4,426.0,CaSO4,282.0,0.5,1,18,0.79,9,500,Non-Pressed,75,18,29,80,0.053
zzzzzzzz,1,Oatmeal,53,Hemp,393.0,Vegiplants,428.0,Biertreber,60.0,Sawdust,20.0,CaCO,355.0,cellulose,12.0,CaCO,533.0,0.53,0,21,0.92,20,4000,Hot-Pressed,85,66,41,75,0.095
xxxxx,1,Buckwheat,68,Hemp,291.0,Grass,248.0,Biertreber,204.0,Hemp,157.0,CaSO4,140.0,CaSO4,368.0,CaCO,392.0,0.41,0,18,0.74,11,2500,Hot-Pressed,85,73,17,75,0.069
zzzzzzzz,0,Buckwheat,80,Grass,497.0,Rapstraw,31.0,Straw,341.0,Rapstraw,31.0,cellulose,439.0,CaSO4,397.0,CaCO,64.0,0.54,0,19,0.91,12,2500,Non-Pressed,80,32,5,75,0.063
yyyyyyy,0,Barley,58,Straw,40.0,Grass,131.0,Sawdust,354.0,Straw,374.0,CaCO,403.0,cellulose,266.0,cellulose,231.0,0.39,1,25,0.95,25,1000,Cold-Pressed,80,74,29,70,0.031
yyyyyyy,1,BierTreber,61,Hemp,269.0,Grass,269.0,Vegiplants,331.0,Vegiplants,31.0,cellulose,237.0,cellulose,412.0,cellulose,251.0,0.49,0,25,0.68,9,1000,Cold-Pressed,80,70,65,75,0.084
xxxxx,1,Oatmeal,69,Sawdust,346.0,Grass,114.0,Sawdust,138.0,Grass,303.0,CaSO4,362.0,CaCO,173.0,CaCO,366.0,0.39,0,20,0.72,25,4500,Hot-Pressed,75,61,29,80,0.038
xxxxx,1,Buckwheat,67,Vegiplants,235.0,Biertreber,129.0,Sawdust,275.0,Hemp,261.0,CaSO4,665.0,cellulose,196.0,CaCO,39.0,0.37,0,24,0.92,6,3500,Non-Pressed,70,77,29,70,0.029
yyyyyyy,1,Bulgur,100,Sawdust,269.0,Rapstraw,339.0,Grass,240.0,Vegiplants,53.0,cellulose,403.0,CaSO4,186.0,CaCO,310.0,0.52,0,18,0.68,8,2500,Cold-Pressed,75,41,41,80,0.016
zzzzzzzz,0,Oatmeal,94,Biertreber,211.0,Sawdust,244.0,Sawdust,369.0,Hemp,76.0,CaCO,201.0,CaCO,195.0,cellulose,504.0,0.5,1,25,0.87,21,500,Non-Pressed,70,78,65,70,0.057
yyyyyyy,0,BierTreber,55,Grass,189.0,Rapstraw,248.0,Sawdust,296.0,Straw,167.0,CaCO,176.0,CaSO4,501.0,CaCO,223.0,0.51,1,21,0.62,5,4000,Cold-Pressed,70,76,41,85,0.053
zzzzzzzz,1,BierTreber,100,Grass,354.0,Sawdust,38.0,Grass,43.0,Straw,466.0,CaCO,577.0,CaCO,110.0,CaSO4,212.0,0.34,0,21,0.81,6,1500,Hot-Pressed,70,58,53,70,0.021
yyyyyyy,1,Oatmeal,87,Sawdust,288.0,Grass,235.0,Hemp,308.0,Hemp,69.0,CaCO,525.0,CaCO,100.0,CaCO,275.0,0.59,0,20,0.74,23,2500,Non-Pressed,70,12,17,70,0.001
yyyyyyy,0,Barley,66,Hemp,329.0,Vegiplants,189.0,Vegiplants,342.0,Hemp,40.0,CaCO,21.0,CaSO4,432.0,CaSO4,447.0,0.32,0,18,0.67,11,1000,Cold-Pressed,80,77,17,70,0.082
xxxxx,0,Barley,64,Hemp,372.0,Biertreber,332.0,Grass,55.0,Hemp,141.0,CaSO4,253.0,CaCO,176.0,CaSO4,471.0,0.41,1,27,0.93,21,4000,Non-Pressed,85,41,5,75,0.098
zzzzzzzz,0,Buckwheat,69,Rapstraw,243.0,Hemp,442.0,Sawdust,113.0,Straw,102.0,CaSO4,78.0,CaSO4,531.0,CaCO,291.0,0.5,1,25,0.9,23,4500,Cold-Pressed,70,79,5,70,0.093
xxxxx,0,Barley,58,Straw,290.0,Rapstraw,3.0,Grass,338.0,Vegiplants,269.0,CaCO,427.0,CaCO,324.0,CaCO,149.0,0.5,0,27,0.64,23,1500,Cold-Pressed,85,72,53,75,0.075
xxxxx,0,Buckwheat,71,Grass,505.0,Straw,99.0,Vegiplants,105.0,Biertreber,192.0,CaSO4,278.0,CaCO,557.0,cellulose,65.0,0.59,1,18,0.93,7,2000,Hot-Pressed,70,27,5,75,0.029
yyyyyyy,1,BierTreber,70,Vegiplants,131.0,Hemp,382.0,Hemp,70.0,Hemp,317.0,CaSO4,280.0,CaCO,188.0,cellulose,432.0,0.4,0,22,0.92,16,3500,Hot-Pressed,70,67,29,80,0.024
xxxxx,0,BierTreber,98,Sawdust,106.0,Hemp,300.0,Biertreber,411.0,Hemp,83.0,CaCO,182.0,cellulose,253.0,cellulose,465.0,0.5,0,19,0.85,14,500,Hot-Pressed,75,17,53,70,0.058
xxxxx,0,BierTreber,52,Hemp,257.0,Rapstraw,80.0,Sawdust,230.0,Rapstraw,332.0,CaSO4,43.0,CaSO4,276.0,CaCO,581.0,0.53,0,18,0.74,12,4000,Cold-Pressed,85,58,29,70,0.084
zzzzzzzz,0,BierTreber,67,Straw,160.0,Straw,364.0,Vegiplants,137.0,Vegiplants,239.0,CaSO4,173.0,CaSO4,203.0,cellulose,524.0,0.37,0,25,0.9,6,3500,Hot-Pressed,75,46,53,75,0.001
yyyyyyy,1,Buckwheat,60,Straw,123.0,Straw,427.0,Rapstraw,220.0,Vegiplants,129.0,CaSO4,384.0,CaCO,109.0,CaCO,406.0,0.53,1,27,0.78,6,2000,Hot-Pressed,75,20,53,85,0.096
zzzzzzzz,1,Oatmeal,55,Vegiplants,288.0,Vegiplants,215.0,Hemp,128.0,Hemp,270.0,CaSO4,479.0,CaSO4,221.0,CaSO4,200.0,0.47,1,18,0.68,5,4500,Hot-Pressed,70,71,5,70,0.073
xxxxx,1,BierTreber,58,Vegiplants,84.0,Rapstraw,231.0,Sawdust,272.0,Sawdust,312.0,cellulose,58.0,cellulose,496.0,CaCO,346.0,0.37,1,27,0.87,9,500,Non-Pressed,75,30,53,70,0.015
yyyyyyy,0,Buckwheat,84,Rapstraw,207.0,Straw,103.0,Sawdust,538.0,Vegiplants,52.0,CaSO4,7.0,cellulose,398.0,CaCO,496.0,0.33,0,25,0.83,10,500,Hot-Pressed,85,74,5,75,0.04
xxxxx,0,Barley,98,Grass,126.0,Rapstraw,248.0,Hemp,370.0,Biertreber,156.0,cellulose,67.0,CaCO,430.0,CaCO,403.0,0.48,1,28,0.67,6,4500,Non-Pressed,85,32,65,70,0.049
yyyyyyy,1,Oatmeal,54,Sawdust,262.0,Straw,273.0,Biertreber,108.0,Rapstraw,257.0,CaSO4,227.0,cellulose,460.0,cellulose,214.0,0.5,0,18,0.67,23,4500,Non-Pressed,80,23,65,75,0.067
zzzzzzzz,0,Oatmeal,92,Biertreber,115.0,Hemp,18.0,Grass,562.0,Vegiplants,205.0,CaSO4,330.0,CaCO,487.0,CaCO,83.0,0.32,1,21,0.69,25,3000,Cold-Pressed,80,13,17,75,0.047
yyyyyyy,0,Barley,100,Grass,426.0,Rapstraw,58.0,Rapstraw,217.0,Rapstraw,200.0,CaCO,287.0,CaSO4,241.0,CaCO,371.0,0.43,0,28,0.65,20,1500,Cold-Pressed,80,37,5,80,0.007
yyyyyyy,1,Barley,79,Rapstraw,201.0,Straw,107.0,Rapstraw,395.0,Sawdust,197.0,CaCO,359.0,cellulose,264.0,cellulose,276.0,0.53,0,25,0.81,18,500,Cold-Pressed,75,71,17,75,0.1
zzzzzzzz,1,Oatmeal,75,Biertreber,189.0,Vegiplants,32.0,Sawdust,274.0,Biertreber,405.0,CaCO,83.0,CaCO,766.0,CaSO4,52.0,0.4,1,21,0.8,10,4000,Non-Pressed,75,40,53,70,0.014
zzzzzzzz,1,Barley,87,Grass,155.0,Hemp,220.0,Rapstraw,460.0,Sawdust,65.0,CaSO4,53.0,cellulose,564.0,cellulose,282.0,0.44,0,20,0.84,13,3500,Non-Pressed,85,65,41,70,0.009
yyyyyyy,0,Buckwheat,80,Grass,336.0,Biertreber,294.0,Hemp,256.0,Straw,14.0,CaCO,129.0,CaSO4,193.0,CaCO,579.0,0.46,1,25,0.81,10,1500,Non-Pressed,70,40,5,80,0.004
xxxxx,0,Barley,97,Hemp,183.0,Grass,107.0,Grass,359.0,Sawdust,252.0,CaSO4,44.0,CaCO,790.0,CaCO,66.0,0.58,0,21,0.86,18,2000,Non-Pressed,80,40,5,70,0.016
yyyyyyy,0,Buckwheat,59,Straw,34.0,Sawdust,460.0,Rapstraw,203.0,Biertreber,203.0,cellulose,217.0,CaSO4,399.0,CaSO4,284.0,0.47,0,26,0.74,14,4000,Hot-Pressed,75,34,29,70,0.062
zzzzzzzz,1,Barley,95,Hemp,455.0,Rapstraw,79.0,Rapstraw,357.0,Rapstraw,9.0,CaCO,346.0,CaCO,171.0,CaSO4,382.0,0.53,0,26,0.85,21,2000,Cold-Pressed,85,73,5,70,0.096
xxxxx,0,Oatmeal,100,Biertreber,187.0,Biertreber,281.0,Biertreber,322.0,Hemp,110.0,CaCO,353.0,CaCO,465.0,CaCO,82.0,0.49,1,21,0.88,16,1000,Hot-Pressed,70,76,29,80,0.091
zzzzzzzz,1,Buckwheat,62,Vegiplants,34.0,Grass,543.0,Sawdust,260.0,Hemp,62.0,CaSO4,375.0,CaSO4,405.0,CaSO4,120.0,0.59,0,28,0.73,10,1500,Non-Pressed,70,73,53,70,0.03
yyyyyyy,1,Buckwheat,84,Straw,283.0,Rapstraw,227.0,Grass,309.0,Hemp,81.0,CaSO4,210.0,CaCO,407.0,CaCO,283.0,0.31,0,23,0.68,20,4500,Hot-Pressed,70,76,41,75,0.093
xxxxx,0,Bulgur,92,Sawdust,201.0,Hemp,372.0,Sawdust,234.0,Rapstraw,93.0,CaCO,443.0,cellulose,341.0,CaSO4,117.0,0.32,0,19,0.76,6,4500,Cold-Pressed,85,36,53,70,0.024
zzzzzzzz,1,Bulgur,64,Vegiplants,254.0,Rapstraw,392.0,Hemp,160.0,Biertreber,94.0,CaCO,141.0,CaSO4,343.0,CaCO,416.0,0.48,0,26,0.76,14,2000,Non-Pressed,75,39,41,80,0.035
zzzzzzzz,1,Oatmeal,62,Hemp,9.0,Hemp,314.0,Biertreber,309.0,Rapstraw,268.0,cellulose,165.0,CaCO,182.0,CaCO,553.0,0.31,0,18,0.89,10,1000,Cold-Pressed,85,44,41,70,0.028
zzzzzzzz,1,Oatmeal,52,Hemp,266.0,Grass,224.0,Vegiplants,345.0,Sawdust,65.0,CaSO4,198.0,cellulose,307.0,CaSO4,395.0,0.41,1,19,0.62,15,1000,Hot-Pressed,75,48,29,85,0.098
zzzzzzzz,0,BierTreber,77,Hemp,294.0,Straw,356.0,Hemp,147.0,Sawdust,103.0,CaSO4,287.0,CaSO4,516.0,cellulose,97.0,0.48,0,26,0.83,8,4000,Cold-Pressed,70,33,29,80,0.097
xxxxx,1,Bulgur,80,Biertreber,148.0,Hemp,98.0,Biertreber,148.0,Sawdust,506.0,cellulose,243.0,CaSO4,24.0,cellulose,632.0,0.37,1,23,0.81,19,2500,Cold-Pressed,70,45,41,80,0.072
xxxxx,1,Buckwheat,100,Sawdust,226.0,Hemp,308.0,Grass,324.0,Grass,43.0,cellulose,686.0,cellulose,121.0,CaCO,93.0,0.37,1,28,0.71,25,1500,Hot-Pressed,70,77,5,70,0.076
yyyyyyy,0,Barley,84,Grass,236.0,Hemp,278.0,Hemp,8.0,Rapstraw,378.0,CaSO4,367.0,CaSO4,465.0,cellulose,67.0,0.58,0,19,0.9,11,4000,Cold-Pressed,70,67,53,85,0.083
zzzzzzzz,0,Bulgur,74,Rapstraw,42.0,Straw,198.0,Grass,366.0,Vegiplants,294.0,cellulose,315.0,CaCO,393.0,CaSO4,192.0,0.59,0,25,0.82,24,1000,Hot-Pressed,85,43,29,80,0.086
yyyyyyy,0,Buckwheat,70,Rapstraw,85.0,Grass,244.0,Hemp,408.0,Vegiplants,164.0,CaCO,242.0,CaSO4,322.0,CaCO,336.0,0.54,1,26,0.74,11,2500,Cold-Pressed,85,42,17,75,0.037
yyyyyyy,1,BierTreber,74,Hemp,216.0,Straw,27.0,Straw,585.0,Vegiplants,72.0,CaSO4,189.0,CaCO,533.0,CaCO,178.0,0.58,0,19,0.84,24,4000,Non-Pressed,70,42,53,70,0.039
yyyyyyy,0,Buckwheat,77,Vegiplants,162.0,Grass,324.0,Hemp,276.0,Hemp,138.0,CaCO,168.0,CaSO4,341.0,cellulose,391.0,0.31,1,21,0.65,16,1500,Hot-Pressed,75,15,5,70,0.048
xxxxx,0,Oatmeal,90,Sawdust,348.0,Grass,378.0,Hemp,110.0,Sawdust,64.0,CaSO4,94.0,CaSO4,525.0,CaSO4,281.0,0.34,1,22,0.91,12,3500,Non-Pressed,75,23,53,80,0.028
xxxxx,0,Barley,97,Biertreber,182.0,Vegiplants,216.0,Straw,379.0,Rapstraw,123.0,CaCO,448.0,cellulose,187.0,CaSO4,266.0,0.58,0,21,0.62,16,500,Cold-Pressed,70,28,17,80,0.094
xxxxx,0,Buckwheat,56,Straw,308.0,Vegiplants,108.0,Sawdust,258.0,Vegiplants,226.0,CaSO4,398.0,CaSO4,186.0,cellulose,316.0,0.59,1,18,0.68,23,2000,Hot-Pressed,75,20,53,70,0.019
zzzzzzzz,0,BierTreber,65,Sawdust,238.0,Straw,328.0,Vegiplants,126.0,Vegiplants,207.0,CaSO4,246.0,cellulose,236.0,cellulose,417.0,0.53,1,26,0.7,16,3000,Hot-Pressed,80,12,53,85,0.027
xxxxx,1,Oatmeal,88,Rapstraw,72.0,Sawdust,329.0,Biertreber,305.0,Hemp,193.0,CaCO,353.0,CaSO4,167.0,CaCO,380.0,0.37,1,24,0.82,23,500,Non-Pressed,85,62,41,70,0.044
zzzzzzzz,0,Oatmeal,52,Grass,296.0,Biertreber,16.0,Straw,49.0,Hemp,538.0,CaSO4,442.0,cellulose,175.0,cellulose,283.0,0.57,0,20,0.83,21,3500,Hot-Pressed,85,61,29,80,0.005
xxxxx,0,Buckwheat,72,Hemp,137.0,Rapstraw,287.0,Sawdust,385.0,Grass,91.0,cellulose,223.0,CaSO4,334.0,CaCO,343.0,0.44,0,20,0.78,10,3500,Hot-Pressed,85,75,29,80,0.09
xxxxx,0,BierTreber,99,Straw,198.0,Vegiplants,141.0,Sawdust,318.0,Sawdust,244.0,CaSO4,447.0,CaCO,280.0,CaCO,172.0,0.36,0,20,0.79,25,1000,Non-Pressed,80,73,41,70,0.019
xxxxx,1,BierTreber,71,Vegiplants,328.0,Biertreber,103.0,Straw,240.0,Rapstraw,229.0,CaSO4,121.0,cellulose,199.0,CaCO,580.0,0.52,1,27,0.93,15,500,Non-Pressed,75,55,53,70,0.084
yyyyyyy,1,Oatmeal,63,Hemp,125.0,Sawdust,250.0,Biertreber,258.0,Hemp,267.0,CaCO,354.0,CaCO,294.0,cellulose,253.0,0.4,0,27,0.91,11,500,Cold-Pressed,85,33,29,80,0.088
yyyyyyy,0,Barley,70,Sawdust,314.0,Vegiplants,80.0,Sawdust,216.0,Straw,290.0,cellulose,138.0,CaSO4,515.0,CaCO,247.0,0.54,1,22,0.9,17,4500,Cold-Pressed,75,18,5,70,0.087
xxxxx,1,Buckwheat,63,Vegiplants,274.0,Rapstraw,274.0,Grass,339.0,Straw,13.0,cellulose,39.0,CaSO4,358.0,cellulose,503.0,0.55,0,26,0.6,8,3500,Non-Pressed,80,38,5,80,0.075
xxxxx,0,Buckwheat,59,Grass,354.0,Vegiplants,157.0,Rapstraw,245.0,Vegiplants,145.0,cellulose,292.0,cellulose,324.0,CaCO,284.0,0.44,0,28,0.74,23,500,Cold-Pressed,80,21,5,85,0.014
xxxxx,0,Buckwheat,93,Vegiplants,346.0,Hemp,113.0,Biertreber,113.0,Grass,327.0,CaCO,277.0,cellulose,176.0,CaSO4,447.0,0.45,0,19,0.91,14,3000,Cold-Pressed,70,37,29,80,0.039
yyyyyyy,0,Buckwheat,93,Sawdust,270.0,Sawdust,282.0,Sawdust,227.0,Hemp,121.0,CaCO,334.0,CaSO4,150.0,CaSO4,416.0,0.37,1,23,0.63,19,4000,Hot-Pressed,85,80,17,85,0.008
zzzzzzzz,0,Buckwheat,67,Hemp,356.0,Sawdust,233.0,Biertreber,285.0,Sawdust,26.0,cellulose,371.0,cellulose,341.0,cellulose,188.0,0.55,0,24,0.62,8,500,Cold-Pressed,85,51,5,80,0.083
xxxxx,1,Oatmeal,61,Biertreber,184.0,Straw,271.0,Straw,310.0,Grass,135.0,CaCO,292.0,CaCO,148.0,CaCO,460.0,0.34,0,18,0.68,19,2000,Hot-Pressed,85,24,53,70,0.072
zzzzzzzz,0,BierTreber,54,Rapstraw,142.0,Rapstraw,274.0,Rapstraw,242.0,Sawdust,242.0,CaCO,454.0,CaSO4,319.0,CaSO4,128.0,0.41,0,19,0.61,25,4000,Non-Pressed,70,38,29,80,0.032
xxxxx,1,Buckwheat,83,Biertreber,133.0,Vegiplants,265.0,Hemp,265.0,Rapstraw,237.0,CaCO,94.0,CaSO4,103.0,cellulose,703.0,0.48,0,25,0.74,25,1500,Non-Pressed,80,71,41,75,0.04
yyyyyyy,0,BierTreber,57,Grass,417.0,Sawdust,38.0,Hemp,108.0,Biertreber,338.0,CaSO4,43.0,CaCO,382.0,CaSO4,475.0,0.39,1,19,0.79,18,1000,Hot-Pressed,75,30,41,85,0.004
xxxxx,0,Bulgur,69,Biertreber,17.0,Biertreber,237.0,Grass,442.0,Rapstraw,204.0,cellulose,432.0,CaCO,379.0,CaSO4,88.0,0.54,0,20,0.85,18,3500,Hot-Pressed,80,51,41,70,0.04
yyyyyyy,1,BierTreber,81,Grass,42.0,Vegiplants,138.0,Hemp,635.0,Sawdust,85.0,CaSO4,98.0,CaCO,508.0,cellulose,294.0,0.37,0,23,0.62,17,1500,Hot-Pressed,85,27,17,85,0.084
zzzzzzzz,1,Buckwheat,54,Sawdust,231.0,Hemp,128.0,Rapstraw,389.0,Grass,152.0,cellulose,110.0,CaCO,227.0,CaCO,563.0,0.53,1,28,0.61,14,500,Non-Pressed,70,30,65,85,0.044
yyyyyyy,0,Oatmeal,88,Straw,274.0,Hemp,286.0,Hemp,128.0,Sawdust,212.0,CaSO4,132.0,CaSO4,417.0,cellulose,351.0,0.52,1,23,0.72,18,4500,Cold-Pressed,70,63,5,70,0.044
yyyyyyy,1,Bulgur,92,Biertreber,511.0,Vegiplants,183.0,Vegiplants,130.0,Hemp,76.0,CaSO4,119.0,CaCO,404.0,cellulose,377.0,0.46,0,20,0.73,22,1500,Cold-Pressed,75,48,53,80,0.047
xxxxx,1,Barley,90,Grass,321.0,Vegiplants,126.0,Biertreber,175.0,Straw,277.0,CaSO4,183.0,cellulose,450.0,cellulose,267.0,0.53,0,22,0.6,12,500,Non-Pressed,70,28,5,85,0.039
zzzzzzzz,1,Bulgur,75,Hemp,354.0,Straw,253.0,Rapstraw,222.0,Biertreber,71.0,cellulose,254.0,CaCO,285.0,CaCO,361.0,0.45,0,19,0.7,23,1000,Non-Pressed,80,15,53,80,0.036
zzzzzzzz,0,Bulgur,80,Straw,229.0,Biertreber,234.0,Sawdust,19.0,Vegiplants,418.0,cellulose,297.0,cellulose,285.0,CaSO4,318.0,0.59,0,22,0.81,18,1000,Non-Pressed,70,71,41,85,0.072
yyyyyyy,1,Oatmeal,98,Straw,298.0,Sawdust,383.0,Sawdust,206.0,Straw,14.0,CaCO,556.0,CaSO4,117.0,CaSO4,227.0,0.36,1,20,0.76,21,1000,Cold-Pressed,75,75,41,80,0.047
yyyyyyy,0,Bulgur,73,Straw,252.0,Straw,266.0,Rapstraw,315.0,Vegiplants,68.0,CaCO,30.0,CaCO,393.0,cellulose,477.0,0.58,1,23,0.91,25,2500,Cold-Pressed,75,30,29,70,0.001
zzzzzzzz,0,Barley,80,Biertreber,263.0,Rapstraw,235.0,Sawdust,67.0,Hemp,335.0,cellulose,40.0,CaCO,480.0,cellulose,381.0,0.48,1,20,0.81,15,2000,Hot-Pressed,85,19,53,80,0.003
zzzzzzzz,0,Bulgur,59,Sawdust,7.0,Biertreber,541.0,Vegiplants,124.0,Sawdust,228.0,CaSO4,228.0,CaSO4,393.0,cellulose,279.0,0.44,1,18,0.63,12,1000,Cold-Pressed,80,38,41,70,0.055
xxxxx,1,Buckwheat,61,Vegiplants,230.0,Straw,220.0,Grass,143.0,Biertreber,307.0,cellulose,462.0,CaCO,222.0,CaCO,217.0,0.47,0,25,0.72,12,1500,Cold-Pressed,70,71,53,85,0.092
zzzzzzzz,1,Barley,76,Biertreber,49.0,Rapstraw,108.0,Biertreber,374.0,Sawdust,369.0,CaCO,423.0,cellulose,396.0,CaSO4,81.0,0.37,1,22,0.67,14,500,Cold-Pressed,85,53,17,80,0.035
yyyyyyy,1,BierTreber,66,Rapstraw,258.0,Rapstraw,222.0,Straw,32.0,Biertreber,389.0,CaCO,443.0,cellulose,401.0,CaSO4,56.0,0.46,0,19,0.75,14,3500,Non-Pressed,70,34,29,75,0.009
zzzzzzzz,1,BierTreber,96,Rapstraw,278.0,Rapstraw,393.0,Straw,63.0,Straw,167.0,cellulose,7.0,cellulose,251.0,CaCO,642.0,0.56,1,21,0.71,19,1000,Non-Pressed,85,32,29,85,0.063
xxxxx,1,BierTreber,76,Vegiplants,267.0,Biertreber,211.0,Rapstraw,273.0,Biertreber,149.0,cellulose,416.0,CaCO,59.0,CaSO4,425.0,0.49,0,26,0.93,19,3000,Hot-Pressed,70,75,41,80,0.028
zzzzzzzz,0,Barley,65,Rapstraw,98.0,Straw,375.0,Straw,380.0,Sawdust,47.0,cellulose,102.0,CaCO,376.0,cellulose,423.0,0.34,0,22,0.95,19,1000,Non-Pressed,70,80,5,70,0.002
xxxxx,0,Bulgur,71,Grass,600.0,Straw,187.0,Vegiplants,56.0,Vegiplants,56.0,cellulose,342.0,CaCO,153.0,CaSO4,405.0,0.37,1,22,0.76,6,4000,Hot-Pressed,85,50,17,85,0.07
zzzzzzzz,1,Bulgur,72,Grass,387.0,Straw,9.0,Hemp,158.0,Grass,346.0,CaSO4,306.0,CaCO,204.0,CaCO,391.0,0.54,1,19,0.86,13,1500,Hot-Pressed,80,31,41,70,0.004
xxxxx,1,Barley,77,Biertreber,465.0,Biertreber,137.0,Grass,131.0,Straw,167.0,cellulose,105.0,CaSO4,365.0,cellulose,429.0,0.53,1,24,0.77,16,4500,Cold-Pressed,80,18,41,85,0.002
zzzzzzzz,0,Bulgur,55,Rapstraw,284.0,Straw,276.0,Vegiplants,284.0,Sawdust,56.0,CaCO,580.0,CaCO,137.0,CaSO4,183.0,0.52,1,23,0.7,14,500,Non-Pressed,80,25,41,80,0.06
yyyyyyy,0,Buckwheat,78,Sawdust,41.0,Straw,200.0,Vegiplants,289.0,Hemp,370.0,cellulose,460.0,CaSO4,68.0,cellulose,373.0,0.46,1,24,0.91,25,1500,Cold-Pressed,70,59,65,85,0.05
xxxxx,1,Buckwheat,74,Biertreber,334.0,Biertreber,239.0,Biertreber,302.0,Grass,25.0,cellulose,293.0,CaSO4,20.0,cellulose,586.0,0.45,1,24,0.79,18,500,Non-Pressed,85,72,17,85,0.022
xxxxx,1,Oatmeal,72,Hemp,392.0,Rapstraw,116.0,Grass,174.0,Grass,218.0,CaSO4,213.0,cellulose,184.0,cellulose,503.0,0.47,1,24,0.6,14,2000,Non-Pressed,75,41,29,70,0.014
xxxxx,0,BierTreber,74,Vegiplants,41.0,Hemp,508.0,Straw,222.0,Biertreber,129.0,CaCO,78.0,CaSO4,316.0,cellulose,507.0,0.45,0,19,0.79,10,500,Hot-Pressed,70,58,17,75,0.063
yyyyyyy,1,Oatmeal,57,Straw,81.0,Grass,306.0,Grass,330.0,Hemp,182.0,cellulose,270.0,cellulose,311.0,CaCO,319.0,0.57,1,19,0.88,16,3500,Hot-Pressed,85,73,53,70,0.06
zzzzzzzz,1,Barley,67,Hemp,288.0,Straw,149.0,Straw,175.0,Vegiplants,288.0,CaSO4,414.0,cellulose,223.0,cellulose,263.0,0.32,0,28,0.76,20,3000,Hot-Pressed,70,64,65,75,0.06
xxxxx,0,Bulgur,82,Straw,333.0,Grass,182.0,Rapstraw,206.0,Hemp,178.0,CaCO,89.0,cellulose,721.0,CaCO,89.0,0.42,0,24,0.82,7,500,Cold-Pressed,85,19,29,75,0.011
xxxxx,0,Buckwheat,55,Straw,107.0,Vegiplants,196.0,Rapstraw,316.0,Sawdust,282.0,cellulose,347.0,CaSO4,257.0,CaSO4,296.0,0.32,0,23,0.79,23,4500,Cold-Pressed,85,42,53,85,0.095
zzzzzzzz,0,Barley,51,Straw,279.0,Straw,169.0,Vegiplants,94.0,Hemp,358.0,CaCO,285.0,CaSO4,581.0,CaCO,34.0,0.51,1,27,0.76,22,3500,Hot-Pressed,85,32,41,70,0.08
zzzzzzzz,1,Bulgur,54,Straw,178.0,Straw,59.0,Biertreber,324.0,Rapstraw,339.0,cellulose,45.0,CaCO,585.0,CaSO4,270.0,0.52,1,21,0.94,5,4500,Non-Pressed,75,45,53,70,0.083
xxxxx,1,BierTreber,75,Biertreber,675.0,Straw,22.0,Biertreber,187.0,Grass,15.0,CaSO4,380.0,CaSO4,487.0,CaSO4,32.0,0.51,1,26,0.94,6,4500,Hot-Pressed,75,41,17,75,0.063
zzzzzzzz,0,BierTreber,85,Hemp,253.0,Sawdust,75.0,Sawdust,262.0,Grass,309.0,CaSO4,373.0,cellulose,358.0,CaCO,169.0,0.36,0,26,0.66,17,4500,Cold-Pressed,80,50,17,85,0.05
zzzzzzzz,1,Bulgur,93,Vegiplants,355.0,Hemp,171.0,Straw,191.0,Rapstraw,184.0,cellulose,471.0,CaSO4,250.0,CaSO4,179.0,0.59,1,25,0.7,20,3500,Non-Pressed,80,22,41,70,0.084
